201800609	34.90	 33.5	     69.00	C
201800619	38.75	 32.5	     72.00	B
201800629	32.90	   29	     62.00	C
201800639	38.75	 34.5	     74.00	B
201800649	39.50	 35.5	     75.00	B
201800306	38.15	   35	     74.00	B
201800309	 0.00	   DT	      0.00	DT
201800313	34.05	 31.5	     66.00	C
201800251	33.95	   27	     61.00	C
201800334	22.65	 27.5	     51.00	E
201800335	30.15	 24.5	     55.00	D
201800339	16.50	 28.5	     45.00	E
201700190	17.25	   21	     39.00	F
201700206	19.10	   27	     47.00	E
201700247	30.85	   14	     45.00	E
201700501	14.35	 23.5	     38.00	F
201700526	 0.00	   DT	      0.00	DT
201500445	 9.30	   AB	      0.00	I
201700043	27.20	   24	     52.00	E
201700171	17.10	 18.5	     36.00	F
201700518	 8.80	   25	     34.00	F
201700561	28.50	   27	     56.00	D
201800102	 7.00	   32	     39.00	F
201700019	30.80	   21	     52.00	E
201700158	15.30	   26	     42.00	F

Mean = 68.970085		SD = 11.413192
Lower cut off for E = 45.000000
Lower cut off for S = 86.000000
Step size = 8.200000
Lower cut off for D = 53.000000
Lower cut off for C = 61.000000
Lower cut off for B = 70.000000
Lower cut off for A = 78.000000
No. of Absentees = 3
No. of Malpractices = 0
No. of Detentions = 4
No. of NA = 0
No. of students appeared = 234

Abbreviations : INT = IN SEM marks, UM : END SEM marks.

